ZIPCode,State,ZIPCodeType,POName,PrimaryRUCA,SecondaryRUCA
12235,NY,Post Office or large volume customer,Albany,1,1
12236,NY,Post Office or large volume customer,Albany,1,1
12237,NY,Post Office or large volume customer,Albany,1,1
12238,NY,Post Office or large volume customer,Albany,1,1
12239,NY,Post Office or large volume customer,Albany,1,1
12240,NY,Post Office or large volume customer,Albany,1,1
12241,NY,Post Office or large volume customer,Albany,1,1
12242,NY,Post Office or large volume customer,Albany,1,1
12243,NY,Post Office or large volume customer,Albany,1,1
12244,NY,Post Office or large volume customer,Albany,1,1
12245,NY,Post Office or large volume customer,Albany,1,1
12246,NY,Post Office or large volume customer,Albany,1,1
12247,NY,Post Office or large volume customer,Albany,1,1
12248,NY,Post Office or large volume customer,Albany,1,1
12249,NY,Post Office or large volume customer,Albany,1,1
12250,NY,Post Office or large volume customer,Albany,1,1
12255,NY,Post Office or large volume customer,Albany,1,1
12257,NY,Post Office or large volume customer,Albany,1,1
12260,NY,Post Office or large volume customer,Albany,1,1
12261,NY,Post Office or large volume customer,Albany,1,1
12288,NY,Post Office or large volume customer,Albany,1,1
12301,NY,Post Office or large volume customer,Schenectady,1,1
12302,NY,ZIP Code Area,Schenectady,1,1
12303,NY,ZIP Code Area,Schenectady,1,1
12304,NY,ZIP Code Area,Schenectady,1,1
12305,NY,ZIP Code Area,Schenectady,1,1
12306,NY,ZIP Code Area,Schenectady,1,1
12307,NY,ZIP Code Area,Schenectady,1,1
12308,NY,ZIP Code Area,Schenectady,1,1
12309,NY,ZIP Code Area,Schenectady,1,1
12325,NY,Post Office or large volume customer,Schenectady,1,1
12345,NY,Post Office or large volume customer,Schenectady,1,1
12401,NY,ZIP Code Area,Kingston,1,1
12402,NY,Post Office or large volume customer,Kingston,1,1
12404,NY,ZIP Code Area,Accord,10,10
12405,NY,ZIP Code Area,Acra,10,10
12406,NY,ZIP Code Area,Arkville,10,10
12407,NY,ZIP Code Area,Ashland,10,10
12409,NY,ZIP Code Area,Bearsville,10,10
12410,NY,ZIP Code Area,Big Indian,10,10
12411,NY,ZIP Code Area,Bloomington,2,2
12412,NY,ZIP Code Area,Boiceville,10,10
12413,NY,ZIP Code Area,Cairo,10,10
12414,NY,ZIP Code Area,Catskill,7,7
12416,NY,ZIP Code Area,Chichester,10,10
12417,NY,Post Office or large volume customer,Connelly,1,1
12418,NY,ZIP Code Area,Cornwallville,10,10
12419,NY,ZIP Code Area,Cottekill,2,2
12420,NY,Post Office or large volume customer,Cragsmoor,3,3
12421,NY,ZIP Code Area,Denver,10,10
12422,NY,ZIP Code Area,Durham,10,10
12423,NY,ZIP Code Area,East Durham,10,10
12424,NY,ZIP Code Area,East Jewett,10,10
12427,NY,ZIP Code Area,Elka Park,10,10
12428,NY,ZIP Code Area,Ellenville,7,7
12429,NY,Post Office or large volume customer,Esopus,2,2
12430,NY,ZIP Code Area,Fleischmanns,10,10
12431,NY,ZIP Code Area,Freehold,2,2
12432,NY,ZIP Code Area,Glasco,1,1
12433,NY,ZIP Code Area,Glenford,2,2
12434,NY,ZIP Code Area,Grand Gorge,10,10
12435,NY,ZIP Code Area,Greenfield Park,3,3
12436,NY,ZIP Code Area,Haines Falls,2,2
12438,NY,ZIP Code Area,Halcottsville,10,10
12439,NY,ZIP Code Area,Hensonville,10,10
12440,NY,ZIP Code Area,High Falls,10,10
12441,NY,Post Office or large volume customer,Highmount,10,10
12442,NY,ZIP Code Area,Hunter,10,10
12443,NY,ZIP Code Area,Hurley,1,1
12444,NY,ZIP Code Area,Jewett,10,10
12446,NY,ZIP Code Area,Kerhonkson,10,10
12448,NY,ZIP Code Area,Lake Hill,10,10
12449,NY,ZIP Code Area,Lake Katrine,1,1
12450,NY,ZIP Code Area,Lanesville,10,10
12451,NY,ZIP Code Area,Leeds,10,10
12452,NY,Post Office or large volume customer,Lexington,10,10
12453,NY,ZIP Code Area,Malden on Hudson,10,10
12454,NY,ZIP Code Area,Maplecrest,10,10
12455,NY,ZIP Code Area,Margaretville,10,10
12456,NY,ZIP Code Area,Mount Marion,2,2
12457,NY,ZIP Code Area,Mount Tremper,10,10
12458,NY,ZIP Code Area,Napanoch,3,3
12459,NY,ZIP Code Area,New Kingston,10,10
12460,NY,ZIP Code Area,Oak Hill,10,10
12461,NY,ZIP Code Area,Olivebridge,10,10
12463,NY,ZIP Code Area,Palenville,10,10
12464,NY,ZIP Code Area,Phoenicia,10,10
12465,NY,ZIP Code Area,Pine Hill,10,10
12466,NY,ZIP Code Area,Port Ewen,1,1
12468,NY,ZIP Code Area,Prattsville,10,10
12469,NY,ZIP Code Area,Preston Hollow,2,2
12470,NY,ZIP Code Area,Purling,10,10
12471,NY,ZIP Code Area,Rifton,2,2
12472,NY,ZIP Code Area,Rosendale,2,2
12473,NY,ZIP Code Area,Round Top,10,10
12474,NY,ZIP Code Area,Roxbury,10,10
12475,NY,ZIP Code Area,Ruby,1,1
12477,NY,ZIP Code Area,Saugerties,1,1
12480,NY,ZIP Code Area,Shandaken,10,10
12481,NY,ZIP Code Area,Shokan,10,10
12482,NY,ZIP Code Area,South Cairo,10,10
12483,NY,Post Office or large volume customer,Spring Glen,3,3
12484,NY,ZIP Code Area,Stone Ridge,10,10
12485,NY,ZIP Code Area,Tannersville,2,2
12486,NY,ZIP Code Area,Tillson,2,2
12487,NY,ZIP Code Area,Ulster Park,2,2
12489,NY,ZIP Code Area,Wawarsing,3,3
12490,NY,ZIP Code Area,West Camp,10,10
12491,NY,ZIP Code Area,West Hurley,2,2
12492,NY,ZIP Code Area,West Kill,10,10
12493,NY,ZIP Code Area,West Park,2,2
12494,NY,ZIP Code Area,West Shokan,10,10
12495,NY,ZIP Code Area,Willow,10,10
12496,NY,ZIP Code Area,Windham,10,10
12498,NY,ZIP Code Area,Woodstock,10,10
12501,NY,ZIP Code Area,Amenia,10,10
12502,NY,ZIP Code Area,Ancram,10,10
12503,NY,ZIP Code Area,Ancramdale,10,10
12504,NY,Post Office or large volume customer,Annandale on Hudson,10,10
12506,NY,Post Office or large volume customer,Bangall,10,10
12507,NY,ZIP Code Area,Barrytown,10,10
12508,NY,ZIP Code Area,Beacon,1,1
12510,NY,Post Office or large volume customer,Billings,2,2
12511,NY,Post Office or large volume customer,Castle Point,1,1
12512,NY,ZIP Code Area,Chelsea,1,1
12513,NY,ZIP Code Area,Claverack,6,6
12514,NY,ZIP Code Area,Clinton Corners,10,10.1
12515,NY,ZIP Code Area,Clintondale,2,2
12516,NY,ZIP Code Area,Copake,10,10
12517,NY,ZIP Code Area,Copake Falls,10,10
12518,NY,ZIP Code Area,Cornwall,1,1
12520,NY,ZIP Code Area,Cornwall on Hudson,1,1
12521,NY,ZIP Code Area,Craryville,3,3
12522,NY,ZIP Code Area,Dover Plains,3,3
12523,NY,ZIP Code Area,Elizaville,10,10
12524,NY,ZIP Code Area,Fishkill,1,1
12525,NY,ZIP Code Area,Gardiner,10,10
12526,NY,ZIP Code Area,Germantown,10,10
12527,NY,Post Office or large volume customer,Glenham,1,1
12528,NY,ZIP Code Area,Highland,2,2
12529,NY,ZIP Code Area,Hillsdale,10,10
12530,NY,ZIP Code Area,Hollowville,6,6
12531,NY,ZIP Code Area,Holmes,2,2
12533,NY,ZIP Code Area,Hopewell Junction,1,1
12534,NY,ZIP Code Area,Hudson,4,4
12537,NY,Post Office or large volume customer,Hughsonville,1,1
12538,NY,ZIP Code Area,Hyde Park,1,1
12540,NY,ZIP Code Area,Lagrangeville,2,2
12541,NY,Post Office or large volume customer,Livingston,3,3
12542,NY,ZIP Code Area,Marlboro,2,2
12543,NY,ZIP Code Area,Maybrook,4,4
12544,NY,Post Office or large volume customer,Mellenville,6,6
12545,NY,ZIP Code Area,Millbrook,10,10
12546,NY,ZIP Code Area,Millerton,10,10
12547,NY,ZIP Code Area,Milton,2,2
12548,NY,ZIP Code Area,Modena,2,2
12549,NY,ZIP Code Area,Montgomery,4,4
12550,NY,ZIP Code Area,Newburgh,1,1
12551,NY,Post Office or large volume customer,Newburgh,1,1
12552,NY,Post Office or large volume customer,Newburgh,1,1
12553,NY,ZIP Code Area,New Windsor,1,1
12555,NY,Post Office or large volume customer,Newburgh,1,1
12561,NY,ZIP Code Area,New Paltz,7,7
12563,NY,ZIP Code Area,Patterson,2,2
12564,NY,ZIP Code Area,Pawling,2,2
12565,NY,ZIP Code Area,Philmont,6,6
12566,NY,ZIP Code Area,Pine Bush,3,3
12567,NY,ZIP Code Area,Pine Plains,10,10
12568,NY,Post Office or large volume customer,Plattekill,2,2
12569,NY,ZIP Code Area,Pleasant Valley,1,1
12570,NY,ZIP Code Area,Poughquag,1,1
12571,NY,ZIP Code Area,Red Hook,10,10
12572,NY,ZIP Code Area,Rhinebeck,10,10
12574,NY,ZIP Code Area,Rhinecliff,10,10
12575,NY,ZIP Code Area,Rock Tavern,3,3
12577,NY,ZIP Code Area,Salisbury Mills,1,1
12578,NY,ZIP Code Area,Salt Point,2,2
12580,NY,ZIP Code Area,Staatsburg,1,1
12581,NY,ZIP Code Area,Stanfordville,10,10
12582,NY,ZIP Code Area,Stormville,2,2
12583,NY,ZIP Code Area,Tivoli,10,10
12584,NY,Post Office or large volume customer,Vails Gate,1,1
12585,NY,ZIP Code Area,Verbank,2,2
12586,NY,ZIP Code Area,Walden,4,4
12588,NY,Post Office or large volume customer,Walker Valley,3,3
12589,NY,ZIP Code Area,Wallkill,3,3
12590,NY,ZIP Code Area,Wappingers Falls,1,1
12592,NY,ZIP Code Area,Wassaic,10,10
12594,NY,ZIP Code Area,Wingdale,3,3
12601,NY,ZIP Code Area,Poughkeepsie,1,1
12602,NY,Post Office or large volume customer,Poughkeepsie,1,1
12603,NY,ZIP Code Area,Poughkeepsie,1,1
12604,NY,ZIP Code Area,Poughkeepsie,1,1
12701,NY,ZIP Code Area,Monticello,4,4
12719,NY,ZIP Code Area,Barryville,10,10
12720,NY,ZIP Code Area,Bethel,10,10
12721,NY,ZIP Code Area,Bloomingburg,3,3
12722,NY,Post Office or large volume customer,Burlingham,10,10
12723,NY,ZIP Code Area,Callicoon,10,10
12724,NY,Post Office or large volume customer,Callicoon Center,10,10
12725,NY,ZIP Code Area,Claryville,10,10
12726,NY,ZIP Code Area,Cochecton,10,10
12727,NY,Post Office or large volume customer,Cochecton,10,10
12729,NY,ZIP Code Area,Cuddebackville,3,3
12732,NY,ZIP Code Area,Eldred,10,10
12733,NY,ZIP Code Area,Fallsburg,4,4
12734,NY,ZIP Code Area,Ferndale,10,10
12736,NY,ZIP Code Area,Fremont Center,10,10
12737,NY,ZIP Code Area,Glen Spey,10,10
12738,NY,ZIP Code Area,Glen Wild,10,10
12740,NY,ZIP Code Area,Grahamsville,10,10
12741,NY,ZIP Code Area,Hankins,10,10
12742,NY,ZIP Code Area,Harris,10,10
12743,NY,ZIP Code Area,Highland Lake,10,10
12745,NY,ZIP Code Area,Hortonville,10,10
12746,NY,ZIP Code Area,Huguenot,3,3
12747,NY,ZIP Code Area,Hurleyville,4,4
12748,NY,ZIP Code Area,Jeffersonville,10,10
12749,NY,Post Office or large volume customer,Kauneonga Lake,10,10
12750,NY,ZIP Code Area,Kenoza Lake,10,10
12751,NY,ZIP Code Area,Kiamesha Lake,10,10
12752,NY,ZIP Code Area,Lake Huntington,10,10
12754,NY,ZIP Code Area,Liberty,7,7
12758,NY,ZIP Code Area,Livingston Manor,10,10
12759,NY,ZIP Code Area,Loch Sheldrake,10,10
12760,NY,ZIP Code Area,Long Eddy,10,10
12762,NY,ZIP Code Area,Mongaup Valley,10,10
12763,NY,ZIP Code Area,Mountain Dale,4,4
12764,NY,ZIP Code Area,Narrowsburg,10,10
12765,NY,ZIP Code Area,Neversink,10,10
12766,NY,ZIP Code Area,North Branch,10,10
12767,NY,Post Office or large volume customer,Obernburg,10,10
12768,NY,ZIP Code Area,Parksville,10,10
12769,NY,Post Office or large volume customer,Phillipsport,10,10
12770,NY,ZIP Code Area,Pond Eddy,10,10
12771,NY,ZIP Code Area,Port Jervis,4,4
12775,NY,ZIP Code Area,Rock Hill,10,10
12776,NY,ZIP Code Area,Roscoe,10,10
12777,NY,ZIP Code Area,Forestburgh,5,5
12778,NY,ZIP Code Area,Smallwood,10,10
12779,NY,ZIP Code Area,South Fallsburg,10,10
12780,NY,ZIP Code Area,Sparrow Bush,6,6
12781,NY,Post Office or large volume customer,Summitville,10,10
12783,NY,ZIP Code Area,Swan Lake,10,10
12784,NY,Post Office or large volume customer,Thompsonville,10,10
12785,NY,ZIP Code Area,Westbrookville,6,6
12786,NY,ZIP Code Area,White Lake,10,10
12787,NY,ZIP Code Area,White Sulphur Springs,9,9
12788,NY,ZIP Code Area,Woodbourne,5,5
12789,NY,ZIP Code Area,Woodridge,4,4
12790,NY,ZIP Code Area,Wurtsboro,10,10
12791,NY,ZIP Code Area,Youngsville,10,10
12792,NY,ZIP Code Area,Yulan,10,10
12801,NY,ZIP Code Area,Glens Falls,1,1
12803,NY,ZIP Code Area,South Glens Falls,1,1
12804,NY,ZIP Code Area,Queensbury,1,1
12808,NY,ZIP Code Area,Adirondack,3,3
12809,NY,ZIP Code Area,Argyle,2,2
12810,NY,ZIP Code Area,Athol,2,2
12811,NY,ZIP Code Area,Bakers Mills,10,10
12812,NY,ZIP Code Area,Blue Mountain Lake,10,10
12814,NY,ZIP Code Area,Bolton Landing,10,10
12815,NY,ZIP Code Area,Brant Lake,3,3
12816,NY,ZIP Code Area,Cambridge,10,10
12817,NY,ZIP Code Area,Chestertown,10,10
12819,NY,ZIP Code Area,Clemons,10,10
12820,NY,Post Office or large volume customer,Cleverdale,2,2
12821,NY,ZIP Code Area,Comstock,2,2
12822,NY,ZIP Code Area,Corinth,2,2
12823,NY,ZIP Code Area,Cossayuna,10,10
12824,NY,ZIP Code Area,Diamond Point,10,10
12827,NY,ZIP Code Area,Fort Ann,2,2
12828,NY,ZIP Code Area,Fort Edward,1,1
12831,NY,ZIP Code Area,Gansevoort,1,1
12832,NY,ZIP Code Area,Granville,10,10
12833,NY,ZIP Code Area,Greenfield Center,2,2
12834,NY,ZIP Code Area,Greenwich,10,10
12835,NY,ZIP Code Area,Hadley,10,10
12836,NY,ZIP Code Area,Hague,3,3
12837,NY,ZIP Code Area,Hampton,10,10
12838,NY,ZIP Code Area,Hartford,2,2
12839,NY,ZIP Code Area,Hudson Falls,1,1
12841,NY,ZIP Code Area,Huletts Landing,10,10
12842,NY,ZIP Code Area,Indian Lake,10,10
12843,NY,ZIP Code Area,Johnsburg,10,10
12844,NY,ZIP Code Area,Kattskill Bay,2,2
12845,NY,ZIP Code Area,Lake George,1,1
12846,NY,ZIP Code Area,Lake Luzerne,2,2
12847,NY,ZIP Code Area,Long Lake,10,10
12848,NY,Post Office or large volume customer,Middle Falls,10,10
12849,NY,ZIP Code Area,Middle Granville,3,3
12850,NY,ZIP Code Area,Middle Grove,2,2
12851,NY,ZIP Code Area,Minerva,10,10
12852,NY,ZIP Code Area,Newcomb,10,10
12853,NY,ZIP Code Area,North Creek,10,10
12854,NY,ZIP Code Area,North Granville,3,3
12855,NY,ZIP Code Area,North Hudson,10,10
12856,NY,ZIP Code Area,North River,10,10
12857,NY,ZIP Code Area,Olmstedville,10,10
12858,NY,ZIP Code Area,Paradox,10,10
12859,NY,ZIP Code Area,Porter Corners,2,2
12860,NY,ZIP Code Area,Pottersville,10,10
12861,NY,ZIP Code Area,Putnam Station,10,10
12862,NY,ZIP Code Area,Riparius,10,10
12863,NY,ZIP Code Area,Rock City Falls,2,2
12864,NY,ZIP Code Area,Sabael,10,10
12865,NY,ZIP Code Area,Salem,10,10
12866,NY,ZIP Code Area,Saratoga Springs,1,1
12870,NY,ZIP Code Area,Schroon Lake,10,10
12871,NY,ZIP Code Area,Schuylerville,2,2
12872,NY,Post Office or large volume customer,Severance,10,10
12873,NY,ZIP Code Area,Shushan,10,10
12874,NY,ZIP Code Area,Silver Bay,3,3
12878,NY,ZIP Code Area,Stony Creek,2,2
12879,NY,Post Office or large volume customer,Newcomb,10,10
12883,NY,ZIP Code Area,Ticonderoga,10,10
12884,NY,ZIP Code Area,Victory Mills,2,2
12885,NY,ZIP Code Area,Warrensburg,10,10.1
12886,NY,ZIP Code Area,Wevertown,10,10
12887,NY,ZIP Code Area,Whitehall,10,10
12901,NY,ZIP Code Area,Plattsburgh,4,4
12903,NY,ZIP Code Area,Plattsburgh,4,4
12910,NY,ZIP Code Area,Altona,5,5
12911,NY,ZIP Code Area,Keeseville,5,5
12912,NY,ZIP Code Area,Au Sable Forks,5,5
12913,NY,ZIP Code Area,Bloomingdale,9,9
12914,NY,ZIP Code Area,Bombay,10,10
12915,NY,Post Office or large volume customer,Brainardsville,8,8
12916,NY,ZIP Code Area,Brushton,9,9
12917,NY,ZIP Code Area,Burke,8,8
12918,NY,ZIP Code Area,Cadyville,5,5
12919,NY,ZIP Code Area,Champlain,10,10
12920,NY,ZIP Code Area,Chateaugay,8,8
12921,NY,ZIP Code Area,Chazy,5,5
12922,NY,ZIP Code Area,Childwold,10,10
12923,NY,ZIP Code Area,Churubusco,5,5
12924,NY,ZIP Code Area,Keeseville,5,5
12926,NY,ZIP Code Area,Constable,8,8
12927,NY,ZIP Code Area,Cranberry Lake,10,10
12928,NY,ZIP Code Area,Crown Point,10,10
12929,NY,Post Office or large volume customer,Dannemora,5,5
12930,NY,ZIP Code Area,Dickinson Center,10,10
12932,NY,ZIP Code Area,Elizabethtown,10,10
12933,NY,Post Office or large volume customer,Ellenburg,5,5
12934,NY,ZIP Code Area,Ellenburg Center,5,5
12935,NY,ZIP Code Area,Ellenburg Depot,5,5
12936,NY,ZIP Code Area,Essex,10,10
12937,NY,ZIP Code Area,Fort Covington,10,10
12939,NY,Post Office or large volume customer,Gabriels,10,10
12941,NY,ZIP Code Area,Jay,10,10
12942,NY,ZIP Code Area,Keene,10,10
12943,NY,ZIP Code Area,Keene Valley,10,10
12944,NY,ZIP Code Area,Keeseville,5,5
12945,NY,ZIP Code Area,Lake Clear,7,7
12946,NY,ZIP Code Area,Lake Placid,10,10
12949,NY,Post Office or large volume customer,Lawrenceville,9,9
12950,NY,ZIP Code Area,Lewis,10,10
12952,NY,ZIP Code Area,Lyon Mountain,5,5
12953,NY,ZIP Code Area,Malone,7,7
12955,NY,ZIP Code Area,Lyon Mountain,5,5
12956,NY,ZIP Code Area,Mineville,10,10
12957,NY,ZIP Code Area,Moira,9,9
12958,NY,ZIP Code Area,Mooers,5,5
12959,NY,ZIP Code Area,Mooers Forks,5,5
12960,NY,ZIP Code Area,Moriah,10,10
12961,NY,ZIP Code Area,Moriah Center,10,10
12962,NY,ZIP Code Area,Morrisonville,5,5
12964,NY,ZIP Code Area,New Russia,10,10
12965,NY,ZIP Code Area,Nicholville,10,10
12966,NY,ZIP Code Area,North Bangor,9,9
12967,NY,ZIP Code Area,North Lawrence,9,9
12969,NY,ZIP Code Area,Owls Head,8,8
12970,NY,ZIP Code Area,Paul Smiths,10,10
12972,NY,ZIP Code Area,Peru,5,5
12973,NY,ZIP Code Area,Piercefield,10,10
12974,NY,ZIP Code Area,Port Henry,10,10
12975,NY,Post Office or large volume customer,Port Kent,5,5
12976,NY,ZIP Code Area,Rainbow Lake,10,10
12977,NY,ZIP Code Area,Ray Brook,10,10
12978,NY,ZIP Code Area,Redford,5,5
12979,NY,ZIP Code Area,Rouses Point,10,10
12980,NY,ZIP Code Area,Saint Regis Falls,10,10
12981,NY,ZIP Code Area,Saranac,5,5
12983,NY,ZIP Code Area,Saranac Lake,7,7
12985,NY,ZIP Code Area,Schuyler Falls,5,5
12986,NY,ZIP Code Area,Tupper Lake,7,7
12987,NY,ZIP Code Area,Upper Jay,10,10
12989,NY,ZIP Code Area,Vermontville,10,10
12992,NY,ZIP Code Area,West Chazy,5,5
12993,NY,ZIP Code Area,Westport,10,10
12995,NY,Post Office or large volume customer,Whippleville,7,7
12996,NY,ZIP Code Area,Willsboro,10,10
12997,NY,ZIP Code Area,Wilmington,9,9
12998,NY,ZIP Code Area,Witherbee,10,10
13020,NY,ZIP Code Area,Apulia Station,2,2
13021,NY,ZIP Code Area,Auburn,4,4
13022,NY,Post Office or large volume customer,Auburn,5,5
13024,NY,Post Office or large volume customer,Auburn,4,4
13026,NY,ZIP Code Area,Aurora,10,10
13027,NY,ZIP Code Area,Baldwinsville,1,1
13028,NY,ZIP Code Area,Bernhards Bay,2,2
13029,NY,ZIP Code Area,Brewerton,1,1
13030,NY,ZIP Code Area,Bridgeport,2,2
13031,NY,ZIP Code Area,Camillus,1,1
13032,NY,ZIP Code Area,Canastota,2,2
13033,NY,ZIP Code Area,Cato,2,2
13034,NY,ZIP Code Area,Cayuga,5,5
13035,NY,ZIP Code Area,Cazenovia,10,10.1
13036,NY,ZIP Code Area,Central Square,2,2
13037,NY,ZIP Code Area,Chittenango,2,2
13039,NY,ZIP Code Area,Cicero,1,1
13040,NY,ZIP Code Area,Cincinnatus,6,6
13041,NY,ZIP Code Area,Clay,1,1
13042,NY,ZIP Code Area,Cleveland,2,2
13043,NY,Post Office or large volume customer,Clockville,3,3
13044,NY,ZIP Code Area,Constantia,2,2
13045,NY,ZIP Code Area,Cortland,4,4
13051,NY,Post Office or large volume customer,Delphi Falls,2,2
13052,NY,ZIP Code Area,De Ruyter,10,10
13053,NY,ZIP Code Area,Dryden,2,2
13054,NY,ZIP Code Area,Durhamville,10,10
13056,NY,Post Office or large volume customer,East Homer,5,5
13057,NY,ZIP Code Area,East Syracuse,1,1
13060,NY,ZIP Code Area,Elbridge,2,2
13061,NY,ZIP Code Area,Erieville,10,10
13062,NY,Post Office or large volume customer,Etna,2,2
13063,NY,ZIP Code Area,Fabius,2,2
13064,NY,Post Office or large volume customer,Fair Haven,3,3
13065,NY,ZIP Code Area,Fayette,5,5
13066,NY,ZIP Code Area,Fayetteville,1,1
13068,NY,ZIP Code Area,Freeville,2,2
13069,NY,ZIP Code Area,Fulton,4,4
13071,NY,ZIP Code Area,Genoa,10,10
13072,NY,ZIP Code Area,Georgetown,10,10
13073,NY,ZIP Code Area,Groton,2,2
13074,NY,ZIP Code Area,Hannibal,6,6
13076,NY,ZIP Code Area,Hastings,2,2
13077,NY,ZIP Code Area,Homer,5,5
13078,NY,ZIP Code Area,Jamesville,1,1
13080,NY,ZIP Code Area,Jordan,2,2
13081,NY,ZIP Code Area,King Ferry,10,10
13082,NY,ZIP Code Area,Kirkville,2,2
13083,NY,ZIP Code Area,Lacona,3,3
13084,NY,ZIP Code Area,La Fayette,2,2
13087,NY,ZIP Code Area,Little York,5,5
13088,NY,ZIP Code Area,Liverpool,1,1
13089,NY,Post Office or large volume customer,Liverpool,1,1
13090,NY,ZIP Code Area,Liverpool,1,1
13092,NY,ZIP Code Area,Locke,6,6
13093,NY,Post Office or large volume customer,Lycoming,5,5
13101,NY,ZIP Code Area,Mc Graw,5,5
13102,NY,Post Office or large volume customer,Mc Lean,2,2
13103,NY,ZIP Code Area,Mallory,2,2
13104,NY,ZIP Code Area,Manlius,1,1
13107,NY,Post Office or large volume customer,Maple View,10,10
13108,NY,ZIP Code Area,Marcellus,2,2
13110,NY,ZIP Code Area,Marietta,2,2
13111,NY,ZIP Code Area,Martville,3,3
13112,NY,ZIP Code Area,Memphis,2,2
13113,NY,Post Office or large volume customer,Meridian,2,2
13114,NY,ZIP Code Area,Mexico,10,10
13115,NY,ZIP Code Area,Minetto,5,5
13116,NY,ZIP Code Area,Minoa,1,1
13117,NY,ZIP Code Area,Montezuma,6,6
13118,NY,ZIP Code Area,Moravia,10,10
13119,NY,Post Office or large volume customer,Mottville,2,2
13120,NY,ZIP Code Area,Nedrow,1,1
13121,NY,Post Office or large volume customer,New Haven,6,6
13122,NY,ZIP Code Area,New Woodstock,2,2
13123,NY,ZIP Code Area,North Bay,3,3
13124,NY,ZIP Code Area,North Pitcher,10,10
13126,NY,ZIP Code Area,Oswego,4,4
13131,NY,ZIP Code Area,Parish,2,2
13132,NY,ZIP Code Area,Pennellville,2,2
13134,NY,Post Office or large volume customer,Peterboro,10,10
13135,NY,ZIP Code Area,Phoenix,2,2
13136,NY,ZIP Code Area,Pitcher,9,9
13137,NY,Post Office or large volume customer,Plainville,2,2
13138,NY,Post Office or large volume customer,Pompey,2,2
13139,NY,Post Office or large volume customer,Poplar Ridge,10,10
13140,NY,ZIP Code Area,Port Byron,6,6
13141,NY,ZIP Code Area,Preble,5,5
13142,NY,ZIP Code Area,Pulaski,10,10
13143,NY,ZIP Code Area,Red Creek,10,10
13144,NY,ZIP Code Area,Richland,3,3
13145,NY,ZIP Code Area,Sandy Creek,3,3
13146,NY,ZIP Code Area,Savannah,10,10
13147,NY,ZIP Code Area,Scipio Center,10,10
13148,NY,ZIP Code Area,Seneca Falls,4,4
13152,NY,ZIP Code Area,Skaneateles,2,2
13153,NY,ZIP Code Area,Skaneateles Falls,2,2
13154,NY,Post Office or large volume customer,South Butler,10,10
13155,NY,ZIP Code Area,South Otselic,10,10
13156,NY,ZIP Code Area,Sterling,3,3
13157,NY,ZIP Code Area,Sylvan Beach,3,3
13158,NY,ZIP Code Area,Truxton,5,5
13159,NY,ZIP Code Area,Tully,2,2
13160,NY,ZIP Code Area,Union Springs,10,10
13162,NY,ZIP Code Area,Verona Beach,10,10
13163,NY,ZIP Code Area,Wampsville,2,2
13164,NY,ZIP Code Area,Warners,2,2
13165,NY,ZIP Code Area,Waterloo,4,4
13166,NY,ZIP Code Area,Weedsport,3,3
13167,NY,ZIP Code Area,West Monroe,2,2
13201,NY,Post Office or large volume customer,Syracuse,1,1
13202,NY,ZIP Code Area,Syracuse,1,1
13203,NY,ZIP Code Area,Syracuse,1,1
13204,NY,ZIP Code Area,Syracuse,1,1
13205,NY,ZIP Code Area,Syracuse,1,1
