ZIPCode,State,ZIPCodeType,POName,PrimaryRUCA,SecondaryRUCA
73061,OK,ZIP Code Area,Morrison,6,6
73062,OK,ZIP Code Area,Mountain View,10,10
73063,OK,ZIP Code Area,Mulhall,2,2
73064,OK,ZIP Code Area,Mustang,1,1
73065,OK,ZIP Code Area,Newcastle,2,2
73066,OK,Post Office or large volume customer,Nicoma Park,1,1
73067,OK,ZIP Code Area,Ninnekah,5,5
73068,OK,ZIP Code Area,Noble,1,1.1
73069,OK,ZIP Code Area,Norman,1,1.1
73070,OK,Post Office or large volume customer,Norman,1,1.1
73071,OK,ZIP Code Area,Norman,1,1.1
73072,OK,ZIP Code Area,Norman,1,1.1
73073,OK,ZIP Code Area,Orlando,2,2
73074,OK,ZIP Code Area,Paoli,8,8
73075,OK,ZIP Code Area,Pauls Valley,7,7
73077,OK,ZIP Code Area,Perry,7,7
73078,OK,ZIP Code Area,Piedmont,2,2
73079,OK,ZIP Code Area,Pocasset,2,2
73080,OK,ZIP Code Area,Purcell,7,7
73082,OK,ZIP Code Area,Rush Springs,5,5
73083,OK,Post Office or large volume customer,Edmond,1,1
73084,OK,ZIP Code Area,Spencer,1,1
73085,OK,Post Office or large volume customer,Yukon,1,1
73086,OK,ZIP Code Area,Sulphur,8,8
73089,OK,ZIP Code Area,Tuttle,2,2
73090,OK,ZIP Code Area,Union City,2,2
73092,OK,ZIP Code Area,Verden,5,5
73093,OK,ZIP Code Area,Washington,2,2
73095,OK,ZIP Code Area,Wayne,3,3
73096,OK,ZIP Code Area,Weatherford,4,4
73097,OK,ZIP Code Area,Wheatland,1,1
73098,OK,ZIP Code Area,Wynnewood,10,10.3
73099,OK,ZIP Code Area,Yukon,1,1
73101,OK,Post Office or large volume customer,Oklahoma City,1,1
73102,OK,ZIP Code Area,Oklahoma City,1,1
73103,OK,ZIP Code Area,Oklahoma City,1,1
73104,OK,ZIP Code Area,Oklahoma City,1,1
73105,OK,ZIP Code Area,Oklahoma City,1,1
73106,OK,ZIP Code Area,Oklahoma City,1,1
73107,OK,ZIP Code Area,Oklahoma City,1,1
73108,OK,ZIP Code Area,Oklahoma City,1,1
73109,OK,ZIP Code Area,Oklahoma City,1,1
73110,OK,ZIP Code Area,Oklahoma City,1,1
73111,OK,ZIP Code Area,Oklahoma City,1,1
73112,OK,ZIP Code Area,Oklahoma City,1,1
73113,OK,Post Office or large volume customer,Oklahoma City,1,1
73114,OK,ZIP Code Area,Oklahoma City,1,1
73115,OK,ZIP Code Area,Oklahoma City,1,1
73116,OK,ZIP Code Area,Oklahoma City,1,1
73117,OK,ZIP Code Area,Oklahoma City,1,1
73118,OK,ZIP Code Area,Oklahoma City,1,1
73119,OK,ZIP Code Area,Oklahoma City,1,1
73120,OK,ZIP Code Area,Oklahoma City,1,1
73121,OK,ZIP Code Area,Oklahoma City,2,2
73122,OK,ZIP Code Area,Oklahoma City,1,1
73123,OK,Post Office or large volume customer,Oklahoma City,1,1
73124,OK,Post Office or large volume customer,Oklahoma City,1,1
73125,OK,Post Office or large volume customer,Oklahoma City,1,1
73126,OK,Post Office or large volume customer,Oklahoma City,1,1
73127,OK,ZIP Code Area,Oklahoma City,1,1
73128,OK,ZIP Code Area,Oklahoma City,1,1
73129,OK,ZIP Code Area,Oklahoma City,1,1
73130,OK,ZIP Code Area,Oklahoma City,1,1
73131,OK,ZIP Code Area,Oklahoma City,1,1
73132,OK,ZIP Code Area,Oklahoma City,1,1
73134,OK,ZIP Code Area,Oklahoma City,1,1
73135,OK,ZIP Code Area,Oklahoma City,1,1
73136,OK,Post Office or large volume customer,Oklahoma City,1,1
73137,OK,Post Office or large volume customer,Oklahoma City,1,1
73139,OK,ZIP Code Area,Oklahoma City,1,1
73140,OK,Post Office or large volume customer,Oklahoma City,1,1
73141,OK,ZIP Code Area,Oklahoma City,1,1
73142,OK,ZIP Code Area,Oklahoma City,1,1
73143,OK,Post Office or large volume customer,Oklahoma City,1,1
73144,OK,Post Office or large volume customer,Oklahoma City,1,1
73145,OK,ZIP Code Area,Oklahoma City,1,1
73146,OK,Post Office or large volume customer,Oklahoma City,1,1
73147,OK,Post Office or large volume customer,Oklahoma City,1,1
73148,OK,Post Office or large volume customer,Oklahoma City,1,1
73149,OK,ZIP Code Area,Oklahoma City,1,1
73150,OK,ZIP Code Area,Oklahoma City,2,2
73151,OK,ZIP Code Area,Oklahoma City,2,2
73152,OK,Post Office or large volume customer,Oklahoma City,1,1
73153,OK,Post Office or large volume customer,Oklahoma City,1,1
73154,OK,Post Office or large volume customer,Oklahoma City,1,1
73155,OK,Post Office or large volume customer,Oklahoma City,1,1
73156,OK,Post Office or large volume customer,Oklahoma City,1,1
73157,OK,Post Office or large volume customer,Oklahoma City,1,1
73159,OK,ZIP Code Area,Oklahoma City,1,1
73160,OK,ZIP Code Area,Oklahoma City,1,1
73162,OK,ZIP Code Area,Oklahoma City,1,1
73163,OK,Post Office or large volume customer,Oklahoma City,1,1
73164,OK,Post Office or large volume customer,Oklahoma City,1,1
73165,OK,ZIP Code Area,Oklahoma City,2,2
73167,OK,Post Office or large volume customer,Oklahoma City,1,1
73169,OK,ZIP Code Area,Oklahoma City,1,1
73170,OK,ZIP Code Area,Oklahoma City,1,1
73172,OK,Post Office or large volume customer,Oklahoma City,1,1
73173,OK,ZIP Code Area,Oklahoma City,2,2
73178,OK,Post Office or large volume customer,Oklahoma City,1,1
73179,OK,ZIP Code Area,Oklahoma City,1,1
73184,OK,Post Office or large volume customer,Oklahoma City,1,1
73189,OK,Post Office or large volume customer,Oklahoma City,1,1
73190,OK,Post Office or large volume customer,Oklahoma City,1,1
73194,OK,Post Office or large volume customer,Oklahoma City,1,1
73195,OK,Post Office or large volume customer,Oklahoma City,1,1
73196,OK,Post Office or large volume customer,Oklahoma City,1,1
73301,TX,Post Office or large volume customer,Austin,1,1
73344,TX,Post Office or large volume customer,Austin,1,1
73401,OK,ZIP Code Area,Ardmore,4,4
73402,OK,Post Office or large volume customer,Ardmore,4,4
73403,OK,Post Office or large volume customer,Ardmore,4,4
73425,OK,Post Office or large volume customer,Countyline,10,10.2
73430,OK,ZIP Code Area,Burneyville,10,10
73432,OK,ZIP Code Area,Coleman,10,10
73433,OK,ZIP Code Area,Elmore City,10,10
73434,OK,ZIP Code Area,Foster,5,5
73435,OK,Post Office or large volume customer,Fox,6,6
73436,OK,Post Office or large volume customer,Gene Autry,5,5
73437,OK,ZIP Code Area,Graham,6,6
73438,OK,ZIP Code Area,Healdton,10,10
73439,OK,ZIP Code Area,Kingston,10,10
73440,OK,ZIP Code Area,Lebanon,10,10
73441,OK,ZIP Code Area,Leon,10,10
73442,OK,ZIP Code Area,Loco,5,5
73443,OK,ZIP Code Area,Lone Grove,5,5
73444,OK,ZIP Code Area,Hennepin,5,5
73446,OK,ZIP Code Area,Madill,10,10
73447,OK,ZIP Code Area,Mannsville,10,10
73448,OK,ZIP Code Area,Marietta,10,10
73449,OK,ZIP Code Area,Mead,5,5
73450,OK,ZIP Code Area,Milburn,10,10
73453,OK,ZIP Code Area,Overbrook,10,10
73455,OK,Post Office or large volume customer,Ravia,10,10
73456,OK,ZIP Code Area,Ringling,10,10
73458,OK,ZIP Code Area,Springer,5,5
73459,OK,ZIP Code Area,Thackerville,10,10
73460,OK,ZIP Code Area,Tishomingo,10,10
73461,OK,ZIP Code Area,Wapanucka,10,10
73463,OK,ZIP Code Area,Wilson,5,5
73481,OK,ZIP Code Area,Ratliff City,6,6
73487,OK,Post Office or large volume customer,Tatums,5,5
73488,OK,ZIP Code Area,Tussy,6,6
73491,OK,Post Office or large volume customer,Velma,10,10.2
73501,OK,ZIP Code Area,Lawton,1,1
73502,OK,Post Office or large volume customer,Lawton,1,1
73503,OK,ZIP Code Area,Fort Sill,1,1
73505,OK,ZIP Code Area,Lawton,1,1
73506,OK,Post Office or large volume customer,Lawton,1,1
73507,OK,ZIP Code Area,Lawton,1,1
73520,OK,Post Office or large volume customer,Addington,10,10
73521,OK,ZIP Code Area,Altus,4,4
73522,OK,Post Office or large volume customer,Altus,4,4
73523,OK,ZIP Code Area,Altus AFB,4,4
73526,OK,ZIP Code Area,Blair,5,5
73527,OK,ZIP Code Area,Cache,2,2
73528,OK,ZIP Code Area,Chattanooga,2,2
73529,OK,ZIP Code Area,Comanche,5,5
73530,OK,ZIP Code Area,Davidson,10,10
73531,OK,ZIP Code Area,Devol,3,3
73532,OK,ZIP Code Area,Duke,5,5
73533,OK,ZIP Code Area,Duncan,4,4
73534,OK,Post Office or large volume customer,Duncan,4,4
73536,OK,Post Office or large volume customer,Duncan,4,4
73537,OK,ZIP Code Area,Eldorado,5,5
73538,OK,ZIP Code Area,Elgin,2,2
73539,OK,ZIP Code Area,Elmer,5,5
73540,OK,ZIP Code Area,Faxon,2,2
73541,OK,ZIP Code Area,Fletcher,2,2
73542,OK,ZIP Code Area,Frederick,10,10
73543,OK,ZIP Code Area,Geronimo,2,2
73544,OK,ZIP Code Area,Gould,10,10
73546,OK,ZIP Code Area,Grandfield,10,10
73547,OK,ZIP Code Area,Granite,10,10
73548,OK,ZIP Code Area,Hastings,10,10
73549,OK,ZIP Code Area,Headrick,5,5
73550,OK,ZIP Code Area,Hollis,10,10
73551,OK,ZIP Code Area,Hollister,10,10
73552,OK,ZIP Code Area,Indiahoma,2,2
73553,OK,ZIP Code Area,Loveland,10,10
73554,OK,ZIP Code Area,Mangum,10,10
73555,OK,Post Office or large volume customer,Manitou,10,10
73556,OK,Post Office or large volume customer,Martha,5,5
73557,OK,ZIP Code Area,Medicine Park,2,2
73558,OK,Post Office or large volume customer,Meers,1,1
73559,OK,ZIP Code Area,Mountain Park,10,10
73560,OK,ZIP Code Area,Olustee,5,5
73561,OK,Post Office or large volume customer,Oscar,10,10
73562,OK,ZIP Code Area,Randlett,3,3
73564,OK,ZIP Code Area,Roosevelt,10,10
73565,OK,ZIP Code Area,Ryan,10,10
73566,OK,ZIP Code Area,Snyder,10,10
73567,OK,Post Office or large volume customer,Sterling,2,2
73568,OK,ZIP Code Area,Temple,3,3
73569,OK,ZIP Code Area,Terral,10,10
73570,OK,ZIP Code Area,Tipton,10,10.2
73571,OK,ZIP Code Area,Vinson,10,10
73572,OK,ZIP Code Area,Walters,10,10.1
73573,OK,ZIP Code Area,Waurika,10,10
73601,OK,ZIP Code Area,Clinton,7,7
73620,OK,ZIP Code Area,Arapaho,8,8
73622,OK,ZIP Code Area,Bessie,9,9
73624,OK,Post Office or large volume customer,Burns Flat,9,9
73625,OK,ZIP Code Area,Butler,10,10
73626,OK,ZIP Code Area,Canute,9,9
73627,OK,ZIP Code Area,Carter,10,10
73628,OK,ZIP Code Area,Cheyenne,10,10
73632,OK,ZIP Code Area,Cordell,10,10
73638,OK,ZIP Code Area,Crawford,10,10
73639,OK,ZIP Code Area,Custer City,10,10
73641,OK,ZIP Code Area,Dill City,10,10
73642,OK,ZIP Code Area,Durham,10,10
73644,OK,ZIP Code Area,Elk City,4,4
73645,OK,ZIP Code Area,Erick,10,10
73646,OK,ZIP Code Area,Fay,10,10
73647,OK,ZIP Code Area,Foss,9,9
73648,OK,Post Office or large volume customer,Elk City,4,4
73650,OK,ZIP Code Area,Hammon,10,10
73651,OK,ZIP Code Area,Hobart,10,10
73654,OK,ZIP Code Area,Leedey,10,10
73655,OK,ZIP Code Area,Lone Wolf,10,10
73658,OK,ZIP Code Area,Oakwood,10,10
73659,OK,ZIP Code Area,Putnam,10,10
73660,OK,ZIP Code Area,Reydon,10,10
73661,OK,ZIP Code Area,Rocky,10,10
73662,OK,ZIP Code Area,Sayre,10,10
73663,OK,ZIP Code Area,Seiling,10,10
73664,OK,ZIP Code Area,Sentinel,10,10
73666,OK,ZIP Code Area,Sweetwater,10,10
73667,OK,ZIP Code Area,Taloga,10,10
73668,OK,ZIP Code Area,Texola,10,10
73669,OK,ZIP Code Area,Thomas,10,10
73673,OK,ZIP Code Area,Willow,10,10
73701,OK,ZIP Code Area,Enid,1,1
73702,OK,Post Office or large volume customer,Enid,1,1
73703,OK,ZIP Code Area,Enid,1,1
73705,OK,ZIP Code Area,Enid,1,1
73706,OK,Post Office or large volume customer,Enid,1,1
73716,OK,ZIP Code Area,Aline,10,10.1
73717,OK,ZIP Code Area,Alva,7,7
73718,OK,ZIP Code Area,Ames,2,2
73719,OK,ZIP Code Area,Amorita,10,10
73720,OK,ZIP Code Area,Bison,2,2
73722,OK,ZIP Code Area,Burlington,10,10
73724,OK,ZIP Code Area,Canton,10,10
73726,OK,ZIP Code Area,Carmen,10,10.1
73727,OK,ZIP Code Area,Carrier,2,2
73728,OK,ZIP Code Area,Cherokee,10,10
73729,OK,ZIP Code Area,Cleo Springs,2,2
73730,OK,ZIP Code Area,Covington,2,2
73731,OK,ZIP Code Area,Dacoma,10,10.3
73733,OK,ZIP Code Area,Douglas,2,2
73734,OK,ZIP Code Area,Dover,10,10
73735,OK,ZIP Code Area,Drummond,2,2
73736,OK,ZIP Code Area,Fairmont,1,1
73737,OK,ZIP Code Area,Fairview,10,10
73738,OK,ZIP Code Area,Garber,2,2
73739,OK,ZIP Code Area,Goltry,10,10.1
73741,OK,ZIP Code Area,Helena,10,10.1
73742,OK,ZIP Code Area,Hennessey,10,10
73743,OK,Post Office or large volume customer,Hillsdale,2,2
73744,OK,ZIP Code Area,Hitchcock,2,2
73746,OK,Post Office or large volume customer,Hopeton,10,10.3
73747,OK,ZIP Code Area,Isabella,10,10
73749,OK,ZIP Code Area,Jet,10,10
73750,OK,ZIP Code Area,Kingfisher,10,10
73753,OK,ZIP Code Area,Kremlin,2,2
73754,OK,ZIP Code Area,Lahoma,1,1
73755,OK,ZIP Code Area,Longdale,10,10
73756,OK,ZIP Code Area,Loyal,10,10
73757,OK,ZIP Code Area,Lucien,8,8.2
73758,OK,ZIP Code Area,Manchester,10,10
73759,OK,ZIP Code Area,Medford,10,10
73760,OK,ZIP Code Area,Meno,2,2
73761,OK,ZIP Code Area,Nash,2,2
73762,OK,ZIP Code Area,Okarche,2,2
73763,OK,ZIP Code Area,Okeene,10,10
73764,OK,ZIP Code Area,Omega,10,10
73766,OK,ZIP Code Area,Pond Creek,2,2
73768,OK,ZIP Code Area,Ringwood,2,2
73770,OK,ZIP Code Area,Southard,10,10
73771,OK,ZIP Code Area,Wakita,10,10
73772,OK,ZIP Code Area,Watonga,10,10
73773,OK,ZIP Code Area,Waukomis,2,2
73801,OK,ZIP Code Area,Woodward,4,4
73802,OK,Post Office or large volume customer,Woodward,4,4
73832,OK,ZIP Code Area,Arnett,10,10
73834,OK,ZIP Code Area,Buffalo,10,10
73835,OK,ZIP Code Area,Camargo,10,10
73838,OK,ZIP Code Area,Chester,10,10
73840,OK,ZIP Code Area,Fargo,10,10.2
73841,OK,ZIP Code Area,Fort Supply,5,5
73842,OK,ZIP Code Area,Freedom,7,7
73843,OK,ZIP Code Area,Gage,10,10.2
73844,OK,ZIP Code Area,Gate,5,5
73848,OK,ZIP Code Area,Laverne,10,10
73851,OK,ZIP Code Area,May,10,10
73852,OK,ZIP Code Area,Mooreland,5,5
73853,OK,ZIP Code Area,Mutual,5,5
73855,OK,ZIP Code Area,Rosston,10,10
73857,OK,ZIP Code Area,Sharon,5,5
73858,OK,ZIP Code Area,Shattuck,10,10.2
73859,OK,ZIP Code Area,Vici,10,10
73860,OK,ZIP Code Area,Waynoka,10,10.3
73901,OK,Post Office or large volume customer,Adams,5,5
73931,OK,ZIP Code Area,Balko,10,10
73932,OK,ZIP Code Area,Beaver,10,10
73933,OK,ZIP Code Area,Boise City,10,10
73937,OK,ZIP Code Area,Felt,10,10
73938,OK,ZIP Code Area,Forgan,5,5
73939,OK,ZIP Code Area,Goodwell,10,10
73942,OK,ZIP Code Area,Guymon,4,4
73944,OK,ZIP Code Area,Hardesty,5,5
73945,OK,ZIP Code Area,Hooker,5,5
73946,OK,ZIP Code Area,Kenton,10,10
73947,OK,ZIP Code Area,Keyes,10,10
73949,OK,ZIP Code Area,Texhoma,10,10
73950,OK,ZIP Code Area,Turpin,5,5
73951,OK,ZIP Code Area,Tyrone,5,5
73960,TX,ZIP Code Area,Texhoma,10,10
74001,OK,Post Office or large volume customer,Avant,2,2
74002,OK,ZIP Code Area,Barnsdall,2,2
74003,OK,ZIP Code Area,Bartlesville,4,4
74004,OK,Post Office or large volume customer,Bartlesville,4,4
74005,OK,Post Office or large volume customer,Bartlesville,4,4
74006,OK,ZIP Code Area,Bartlesville,4,4
74008,OK,ZIP Code Area,Bixby,1,1
74010,OK,ZIP Code Area,Bristow,2,2
74011,OK,ZIP Code Area,Broken Arrow,1,1
74012,OK,ZIP Code Area,Broken Arrow,1,1
74013,OK,Post Office or large volume customer,Broken Arrow,1,1
74014,OK,ZIP Code Area,Broken Arrow,1,1
74015,OK,ZIP Code Area,Catoosa,1,1
74016,OK,ZIP Code Area,Chelsea,2,2
74017,OK,ZIP Code Area,Claremore,4,4.1
74018,OK,Post Office or large volume customer,Claremore,4,4.1
74019,OK,ZIP Code Area,Claremore,4,4.1
74020,OK,ZIP Code Area,Cleveland,2,2
74021,OK,ZIP Code Area,Collinsville,2,2
74022,OK,ZIP Code Area,Copan,5,5
74023,OK,ZIP Code Area,Cushing,10,10
74026,OK,ZIP Code Area,Davenport,3,3
74027,OK,ZIP Code Area,Delaware,9,9
74028,OK,ZIP Code Area,Depew,2,2
74029,OK,ZIP Code Area,Dewey,4,4
74030,OK,ZIP Code Area,Drumright,10,10
74031,OK,Post Office or large volume customer,Foyil,2,2
74032,OK,ZIP Code Area,Glencoe,5,5
74033,OK,ZIP Code Area,Glenpool,1,1
74034,OK,Post Office or large volume customer,Hallett,2,2
74035,OK,ZIP Code Area,Hominy,2,2
74036,OK,ZIP Code Area,Inola,2,2
74037,OK,ZIP Code Area,Jenks,1,1
74038,OK,ZIP Code Area,Jennings,2,2
74039,OK,ZIP Code Area,Kellyville,2,2
74041,OK,ZIP Code Area,Kiefer,2,2
74042,OK,ZIP Code Area,Lenapah,9,9
74043,OK,Post Office or large volume customer,Leonard,2,2
74044,OK,ZIP Code Area,Mannford,2,2
74045,OK,ZIP Code Area,Maramec,10,10
74046,OK,Post Office or large volume customer,Milfay,2,2
74047,OK,ZIP Code Area,Mounds,2,2
74048,OK,ZIP Code Area,Nowata,10,10
74050,OK,Post Office or large volume customer,Oakhurst,1,1
74051,OK,ZIP Code Area,Ochelata,2,2
74052,OK,ZIP Code Area,Oilton,10,10
74053,OK,ZIP Code Area,Oologah,2,2
74054,OK,ZIP Code Area,Osage,2,2
74055,OK,ZIP Code Area,Owasso,1,1
74056,OK,ZIP Code Area,Pawhuska,10,10
74058,OK,ZIP Code Area,Pawnee,10,10
74059,OK,ZIP Code Area,Perkins,6,6
74060,OK,ZIP Code Area,Prue,2,2
74061,OK,ZIP Code Area,Ramona,2,2
74062,OK,ZIP Code Area,Ripley,5,5
74063,OK,ZIP Code Area,Sand Springs,1,1
74066,OK,ZIP Code Area,Sapulpa,1,1
74067,OK,Post Office or large volume customer,Sapulpa,1,1
74068,OK,Post Office or large volume customer,Shamrock,2,2
74070,OK,ZIP Code Area,Skiatook,2,2
74071,OK,Post Office or large volume customer,Slick,2,2
74072,OK,ZIP Code Area,S Coffeyville,8,8
74073,OK,ZIP Code Area,Sperry,2,2
74074,OK,ZIP Code Area,Stillwater,4,4
74075,OK,ZIP Code Area,Stillwater,4,4
74076,OK,Post Office or large volume customer,Stillwater,4,4
74077,OK,ZIP Code Area,Stillwater,4,4
74078,OK,ZIP Code Area,Stillwater,4,4
74079,OK,ZIP Code Area,Stroud,10,10
74080,OK,ZIP Code Area,Talala,2,2
74081,OK,ZIP Code Area,Terlton,2,2
74082,OK,ZIP Code Area,Vera,2,2
74083,OK,ZIP Code Area,Wann,8,8
74084,OK,ZIP Code Area,Wynona,2,2
74085,OK,ZIP Code Area,Yale,5,5
74101,OK,Post Office or large volume customer,Tulsa,1,1
74102,OK,Post Office or large volume customer,Tulsa,1,1
74103,OK,ZIP Code Area,Tulsa,1,1
74104,OK,ZIP Code Area,Tulsa,1,1
74105,OK,ZIP Code Area,Tulsa,1,1
74106,OK,ZIP Code Area,Tulsa,1,1
74107,OK,ZIP Code Area,Tulsa,1,1
74108,OK,ZIP Code Area,Tulsa,1,1
74110,OK,ZIP Code Area,Tulsa,1,1
74112,OK,ZIP Code Area,Tulsa,1,1
74114,OK,ZIP Code Area,Tulsa,1,1
74115,OK,ZIP Code Area,Tulsa,1,1
74116,OK,ZIP Code Area,Tulsa,1,1
74117,OK,ZIP Code Area,Tulsa,1,1
74119,OK,ZIP Code Area,Tulsa,1,1
74120,OK,ZIP Code Area,Tulsa,1,1
74121,OK,Post Office or large volume customer,Tulsa,1,1
74126,OK,ZIP Code Area,Tulsa,1,1
74127,OK,ZIP Code Area,Tulsa,1,1
74128,OK,ZIP Code Area,Tulsa,1,1
74129,OK,ZIP Code Area,Tulsa,1,1
74130,OK,ZIP Code Area,Tulsa,1,1
74131,OK,ZIP Code Area,Tulsa,1,1
74132,OK,ZIP Code Area,Tulsa,1,1
74133,OK,ZIP Code Area,Tulsa,1,1
74134,OK,ZIP Code Area,Tulsa,1,1
74135,OK,ZIP Code Area,Tulsa,1,1
74136,OK,ZIP Code Area,Tulsa,1,1
74137,OK,ZIP Code Area,Tulsa,1,1
74141,OK,Post Office or large volume customer,Tulsa,1,1
74145,OK,ZIP Code Area,Tulsa,1,1
74146,OK,ZIP Code Area,Tulsa,1,1
74147,OK,Post Office or large volume customer,Tulsa,1,1
74148,OK,Post Office or large volume customer,Tulsa,1,1
74149,OK,Post Office or large volume customer,Tulsa,1,1
74150,OK,Post Office or large volume customer,Tulsa,1,1
74152,OK,Post Office or large volume customer,Tulsa,1,1
74153,OK,Post Office or large volume customer,Tulsa,1,1
74155,OK,Post Office or large volume customer,Tulsa,1,1
74156,OK,Post Office or large volume customer,Tulsa,1,1
74157,OK,Post Office or large volume customer,Tulsa,1,1
74158,OK,Post Office or large volume customer,Tulsa,1,1
74159,OK,Post Office or large volume customer,Tulsa,1,1
74169,OK,Post Office or large volume customer,Tulsa,1,1
74170,OK,Post Office or large volume customer,Tulsa,1,1
74171,OK,ZIP Code Area,Tulsa,1,1
74172,OK,ZIP Code Area,Tulsa,1,1
74182,OK,Post Office or large volume customer,Tulsa,1,1
74186,OK,Post Office or large volume customer,Tulsa,1,1
74187,OK,Post Office or large volume customer,Tulsa,1,1
74192,OK,Post Office or large volume customer,Tulsa,1,1
74193,OK,Post Office or large volume customer,Tulsa,1,1
74301,OK,ZIP Code Area,Vinita,7,7
74330,OK,ZIP Code Area,Adair,8,8
74331,OK,ZIP Code Area,Afton,10,10
74332,OK,ZIP Code Area,Big Cabin,2,2
74333,OK,ZIP Code Area,Bluejacket,10,10
74335,OK,Post Office or large volume customer,Cardin,4,4
74337,OK,ZIP Code Area,Chouteau,10,10
74338,OK,ZIP Code Area,Colcord,6,6
74339,OK,ZIP Code Area,Commerce,4,4
74340,OK,Post Office or large volume customer,Disney,3,3
74342,OK,ZIP Code Area,Eucha,10,10
74343,OK,ZIP Code Area,Fairland,10,10
74344,OK,ZIP Code Area,Grove,7,7
74345,OK,Post Office or large volume customer,Grove,7,7
74346,OK,ZIP Code Area,Jay,10,10
74347,OK,ZIP Code Area,Kansas,6,6
74349,OK,ZIP Code Area,Ketchum,8,8
74350,OK,Post Office or large volume customer,Langley,3,3
74352,OK,ZIP Code Area,Locust Grove,3,3
74354,OK,ZIP Code Area,Miami,4,4
74355,OK,Post Office or large volume customer,Miami,4,4
74358,OK,ZIP Code Area,North Miami,4,4
74359,OK,ZIP Code Area,Oaks,6,6
74360,OK,ZIP Code Area,Picher,5,5
74361,OK,ZIP Code Area,Pryor,7,7
74362,OK,Post Office or large volume customer,Pryor,7,7
74363,OK,ZIP Code Area,Quapaw,5,5
74364,OK,ZIP Code Area,Rose,6,6
74365,OK,ZIP Code Area,Salina,2,2
74366,OK,ZIP Code Area,Spavinaw,2,2
74367,OK,ZIP Code Area,Strang,3,3
74368,OK,ZIP Code Area,Twin Oaks,6,6
74369,OK,ZIP Code Area,Welch,10,10
74370,OK,ZIP Code Area,Wyandotte,10,10
74401,OK,ZIP Code Area,Muskogee,4,4
74402,OK,Post Office or large volume customer,Muskogee,4,4
74403,OK,ZIP Code Area,Muskogee,4,4
74421,OK,ZIP Code Area,Beggs,2,2
74422,OK,ZIP Code Area,Boynton,2,2
74423,OK,ZIP Code Area,Braggs,5,5
74425,OK,ZIP Code Area,Canadian,5,5
74426,OK,ZIP Code Area,Checotah,10,10
74427,OK,ZIP Code Area,Cookson,5,5
74428,OK,ZIP Code Area,Council Hill,10,10
74429,OK,ZIP Code Area,Coweta,1,1
74430,OK,ZIP Code Area,Crowder,5,5
74431,OK,Post Office or large volume customer,Dewar,3,3
74432,OK,ZIP Code Area,Eufaula,10,10
74434,OK,ZIP Code Area,Fort Gibson,5,5
74435,OK,ZIP Code Area,Gore,10,10
74436,OK,ZIP Code Area,Haskell,2,2
74437,OK,ZIP Code Area,Henryetta,7,7
74438,OK,Post Office or large volume customer,Hitchita,10,10
74439,OK,Post Office or large volume customer,Braggs,5,5
74440,OK,Post Office or large volume customer,Hoyt,10,10
74441,OK,ZIP Code Area,Hulbert,6,6
74442,OK,ZIP Code Area,Indianola,5,5
74444,OK,Post Office or large volume customer,Moodys,5,5
74445,OK,ZIP Code Area,Morris,2,2
74446,OK,Post Office or large volume customer,Okay,5,5
74447,OK,ZIP Code Area,Okmulgee,4,4
74450,OK,ZIP Code Area,Oktaha,5,5
74451,OK,ZIP Code Area,Park Hill,5,5
74452,OK,ZIP Code Area,Peggs,5,5
74454,OK,ZIP Code Area,Porter,2,2
74455,OK,ZIP Code Area,Porum,5,5
74456,OK,Post Office or large volume customer,Preston,2,2
74457,OK,ZIP Code Area,Proctor,5,5
74458,OK,ZIP Code Area,Redbird,2,2
74459,OK,Post Office or large volume customer,Rentiesville,10,10
74460,OK,Post Office or large volume customer,Schulter,3,3
74461,OK,Post Office or large volume customer,Stidham,10,10
74462,OK,ZIP Code Area,Stigler,10,10
74463,OK,ZIP Code Area,Taft,5,5
74464,OK,ZIP Code Area,Tahlequah,4,4
74465,OK,Post Office or large volume customer,Tahlequah,4,4
74467,OK,ZIP Code Area,Wagoner,7,7.1
74468,OK,Post Office or large volume customer,Wainwright,5,5
74469,OK,ZIP Code Area,Warner,5,5
74470,OK,ZIP Code Area,Webbers Falls,5,5
74471,OK,ZIP Code Area,Welling,5,5
74472,OK,ZIP Code Area,Whitefield,10,10
74477,OK,Post Office or large volume customer,Wagoner,7,7.1
74501,OK,ZIP Code Area,McAlester,4,4
74502,OK,Post Office or large volume customer,McAlester,4,4
74521,OK,ZIP Code Area,Albion,10,10
74522,OK,Post Office or large volume customer,Alderson,5,5
74523,OK,ZIP Code Area,Antlers,10,10
74525,OK,ZIP Code Area,Atoka,10,10
74528,OK,ZIP Code Area,Blanco,5,5
74529,OK,Post Office or large volume customer,Blocker,10,10
74530,OK,Post Office or large volume customer,Bromide,10,10
74531,OK,ZIP Code Area,Calvin,10,10
74533,OK,ZIP Code Area,Caney,10,10
74534,OK,ZIP Code Area,Centrahoma,10,10
74535,OK,Post Office or large volume customer,Clarita,10,10
74536,OK,ZIP Code Area,Clayton,10,10
74538,OK,ZIP Code Area,Coalgate,10,10
74540,OK,ZIP Code Area,Daisy,10,10
74543,OK,ZIP Code Area,Finley,10,10
74545,OK,Post Office or large volume customer,Gowen,10,10
74546,OK,ZIP Code Area,Haileyville,5,5
74547,OK,ZIP Code Area,Hartshorne,5,5
74549,OK,ZIP Code Area,Honobia,10,10
74552,OK,ZIP Code Area,Kinta,10,10
74553,OK,ZIP Code Area,Kiowa,5,5
